,root,exchange,name_x,name_y,multiplier,tick_size,url,Product Code,Settlement Method,Price Quotation,Contract Unit,Minimum Price Fluctuation,Termination Of Trading,Trading Hours,Product Name,Product Group,Sub Group
105,GI,CME,Goldman Sachs C.I. Futures,,250,0.05,http://www.cmegroup.com/trading/agricultural/commodity-index/gsci_contract_specifications.html,CME Globex: GDCME ClearPort: GIClearing: GI ,Financially Settled ,Index points ,$250 times the S&P-GSCI ,.05 Index points ($12.50 per contract) ,"11th business day of the contract month, 1:40pm ",Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. ,,Agriculture,Commodity Index
106,GL,NYMEX,Columbia Gulf Louisiana Natural Gas (Platts IFERC) Basis Futures,Columbia Gulf Natural Gas Basis,2500,0.0001,https://www.cmegroup.com/trading/energy/natural-gas/columbia-gulf-mainline-natural-gas-basis-swap-futures_contract_specifications.html,,,,,,,,,Energy,Natural Gas
107,GY,NYMEX,Gulf Coast ULSD (Platts) Crack Spread Futures,,1000,0.01,http://www.cmegroup.com/trading/energy/refined-products/gulf-coast-ulsd-crack-spread-swap_contract_specifications.html,CME Globex: GYCME ClearPort: GYClearing: GY ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 U.S. barrels ",$0.01 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Gulf Coast ULSD (Platts) Crack Spread Futures,Energy,Refined Products
108,GZ,NYMEX,European Gasoil Brent Crack Spread Futures,European Low Sulphur Gasoil Brent Crack Spread,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/european-gasoil-crack-spread-calendar-swap_contract_specifications.html,CME Globex: GZCME ClearPort: GZClearing: GZ ,Financially Settled ,U.S. dollars and cents per barrels ,"1,000 barrels ",$0.001 per barrel ,Trading ceases on the last business day of the contract month. ,CME Globex: ,European Low Sulphur Gasoil Brent Crack Spread Futures,Energy,Refined Products
109,H2,NYMEX,ISO New England Mass Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures,,5,0.05,http://www.cmegroup.com/trading/energy/electricity/nepool-internal-hub-5-mw-off-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: H2LCME ClearPort: H2 ,Deliverable ,U.S. dollars and cents per MWh ,5 MWh ,0.05 x 5 MW x # Off-Peak Hours/Month ,"On the last business day of the month prior to the contract month, each H2/H2L open position converts into a strip of ISO New England Mass Hub Day-Ahead Off-Peak Calendar-Day 5 MW Futures - IDO/IDL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
110,H3,NYMEX,MISO Indiana Hub (formerly Cinergy Hub) 5 Month Peak Calendar-Month Real-Time Futures,,80,0.05,http://www.cmegroup.com/trading/energy/electricity/cinergy-hub-5-mw-peak-real-time_contract_specifications.html,CME Globex: AH3 ,Deliverable ,U.S. dollars and cents per MWh ,5 MW ,0.05 x 5 MW x 16 peak hours x # peak days/month ,"On the second to last business day of the month prior to the contract month, each H3/AH3 open position converts into a strip of MISO Indiana Hub Real-Time Peak Calendar-Day 5 MW Futures - PTD/PTL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
111,H4,NYMEX,MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures,,5,0.05,http://www.cmegroup.com/trading/energy/electricity/cinergy-hub-5-mw-off-peak-calendar-month-real-time-swap-futures_contract_specifications.html,CME Globex: EJLCME ClearPort: H4Clearing: H4 ,Deliverable ,U.S. dollars and cents per MWh ,5 MWh ,0.05 x 5 MW x # off-peak hours/month ,"On the second to last business day of the month prior to the contract month, each H4/EJL open position converts into a strip of MISO Indiana Hub Real-Time Off-Peak Calendar-Day 5 MW Futures - FTD/FTL in the originally specified contract month.  ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
112,H5,NYMEX,MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures,,80,0.05,http://www.cmegroup.com/trading/energy/electricity/cinergy-hub-5-mw-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: H5L ,Deliverable ,U.S. dollars and cents per MWh ,5 MW (80 MWh) ,0.05 x 5 MW x 16 Peak Hours x # Peak Days/Month ,"On the second to last business day of the month prior to the contract month, each H5/H5L open position converts into a strip of MISO Indiana Hub Day-Ahead Peak Calendar-Day 5 MW Futures - PDD/PDL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
113,HA,NYMEX,NY Harbor ULSD vs. Gasoil Futures,,42000,0.0001,https://www.cmegroup.com/trading/energy/refined-products/ny-harbor-ulsd-vs-low-sulphur-gasoil-1000bbl_contract_specifications.html,,,,,,,,,Energy,Refined Products
114,HB,NYMEX,Henry Hub Natural Gas (Platts IFERC) Basis Futures,Henry Hub Natural Gas Basis,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/henry-hub-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: HBCME ClearPort: HBClearing: HB ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Henry Hub Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas
115,HG,CEC,Copper Futures,,25000,0.0005,http://www.cmegroup.com/trading/metals/base/copper_contract_specifications.html,CME Globex: HGCME ClearPort: HG ,Deliverable ,U.S. Cents per pound ,"25,000 pounds ",$0.0005 per pound ,Trading terminates at 12:00 Noon CT on the third last business day of the delivery month. ,CME Globex: ,Copper Futures,Metals,Base
116,HH,NYMEX,Natural Gas (Henry Hub) Last-day Financial Futures,Natural Gas Financial (Last Day),10000,0.001,http://www.cmegroup.com/trading/energy/natural-gas/natural-gas-last-day_contract_specifications.html,CME Globex: HHCME ClearPort: HH ,Financially Settled ,U.S. dollars and cents per MMBtu ,"10,000 MMBtu ",CME ClearPort: ,Trading terminates on the third business day prior to the contract month. ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Natural Gas (Henry Hub) Last-day Financial Futures,Energy,Natural Gas
117,HK,NYMEX,NY Harbor ULSD Crack Spread Futures,,1000,0.01,http://www.cmegroup.com/trading/energy/refined-products/ny-harbor-heating-oil-crack-spread-calendar-swap_contract_specifications.html,CME Globex: AHLCME ClearPort: HKClearing: HK ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 U.S. barrels ",$0.01 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,,Energy,Refined Products
118,HMO,NYMEX,MISO Michigan Hub 5 MW Off-Peak Calendar-Month Day-Ahead Futures,MISO Michigan Hub 5 MW Off-Peak Calendar-Month Day-Ahead,5,0.05,http://www.cmegroup.com/trading/energy/electricity/midwest-iso-michigan-hub-5-mw-off-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: HOACME ClearPort: HMOClearing: HMO ,Financially Settled ,Prices shall be quoted in U.S. dollars and cents per MWH. ,The contract quantity shall be 5 Megawatts Hours (MWH). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month. Each futures contract shall be valued at the contract quantity multiplied by the settlement price. ,USD 0.05 per MWh. ,CME Globex: ,CME Globex: ,,Energy,Electricity
119,HMW,NYMEX,MISO Michigan Hub 5 MW Peak Calendar-Month Day-Ahead Futures,,5,0.05,http://www.cmegroup.com/trading/energy/electricity/midwest-iso-michigan-hub-5-mw-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: HWACME ClearPort: HMWClearing: HMW ,Financially Settled ,Prices shall be quoted in U.S. dollars and cents per MWH. ,5 MWh ,USD 0.05 per MWh. ,CME Globex: ,CME Globex: ,,Energy,Electricity
120,HO,NYMEX,NY Harbor ULSD Futures,NY Harbor ULSD,42000,0.0001,http://www.cmegroup.com/trading/energy/refined-products/heating-oil_contract_specifications.html,CME Globex: HOCME ClearPort: HOClearing: HO ,Deliverable ,U.S. dollars and cents per gallon ,"42,000 gallons ",$0.0001 per gallon ,Trading in a current month shall cease on the last business day of the month preceding the delivery month. ,CME Globex: ,NY Harbor ULSD Futures,Energy,Refined Products
121,HOB,NYMEX,NY Harbor ULSD Brent Crack Spread Futures,,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/heating-oil-vs-brent-crack-spread-swap-futures_contract_specifications.html,CME Globex: HOBCME ClearPort: HOBClearing: HOB ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 barrels ",$0.001 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,NY Harbor ULSD Brent Crack Spread Futures,Energy,Refined Products
122,HP,NYMEX,Natural Gas (Henry Hub) Penultimate Financial Futures,Natural Gas Financial (Penultimate),10000,0.001,http://www.cmegroup.com/trading/energy/natural-gas/natural-gas-penultimate_contract_specifications.html,CME Globex: HPCME ClearPort: HPClearing: HP ,Financially Settled ,U.S. dollars and cents per MMBtu ,"10,000 MMBtu ",0.001 per MMBtu = $10.00 ,Trading terminates on the 4th last business day of the month prior to the contract month. ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Natural Gas (Henry Hub) Penultimate Financial Futures,Energy,Natural Gas
123,HR,NYM,U.S. Midwest Domestic Hot-Rolled Coil Steel (CRU) Index Futures,,20,1,http://www.cmegroup.com/trading/metals/ferrous/hrc-steel_contract_specifications.html,CME Globex: HRCCME ClearPort: HRClearing: HR ,Financially Settled ,U.S. dollars and cents per short ton ,20 short tons ,$1.00 per short ton ,Trading terminates on the business day prior to the last Wednesday of the named contract month. ,CME Globex: ,,Metals,Ferrous
124,I3,CBT,30 Year USD Deliverable Interest Rate Swap Futures,,1000,0.03125,http://www.cmegroup.com/trading/interest-rates/deliverable-swaps/30-year-deliverable-interest-rate-swap-futures_contract_specifications.html,CME Globex: B1UCME ClearPort: B1UClearing: B1U ,Deliverable ,"Prices are made in terms of price points: 100 points plus net present value (NPV) of IRS that meets Delivery Standard, where NPV is present value of IRS fixed-rate payments minus present value of IRS floating-rate payments as of 3rd Wednesday of Delivery Month. Par is on the basis of 100 points. ","$1,000 per point ($100,000 per contract) ",1/32nd point ($31.25 per contract) ,Second London business day before 3rd Wednesday of futures Delivery Month. Trading in expiring contracts closes at 2:00 p.m. on the last trading day. ,"5 p.m. to 4 p.m., Sun-Fri. ",,Interest Rate,Deliverable Swaps
125,I5,NYMEX,ERCOT North 345 kV Hub 5 MW Peak Futures,,80,0.01,http://www.cmegroup.com/trading/energy/electricity/ercot-north-zone-mcpe-5-mw-peak-swap-futures_contract_specifications.html,CME Globex: AI5 ,Deliverable ,U.S. dollars and cents per MWh. ,5 MW ,0.01 x 5 MW x 16 Peak Hours x # Peak Days/Month ,"On the second to last business day of the month prior to the contract month, each I5/AI5 open position converts into a strip of ERCOT North 345 kV Hub 5 MW Peak Calendar-Day Futures - I7/AI7 in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
126,I6,NYMEX,ERCOT North 345 kV Hub 5 MW Off-Peak Futures,ERCOT North 345 kV Hub Off-Peak,5,0.01,http://www.cmegroup.com/trading/energy/electricity/ercot-north-zone-mcpe-5-mw-off-peak-swap-futures_contract_specifications.html,CME Globex: AI6CME ClearPort: I6 ,Deliverable ,U.S. dollars and cents per MWh. ,5 MWh ,0.01 x 5 MW x # off-peak hours/month ,"On the last business day of the month prior to the contract month, each I6/AI6 open position converts into a strip of ERCOT North 345 kV Hub 5 MW Off-Peak Calendar-Day Futures - I8/AP1 in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
127,IBV,CME,Ibovespa Futures,Ibovespa (USD Denominated),1,5,http://www.cmegroup.com/trading/equity-index/international-index/usd-denominated-ibovespa_contract_specifications.html,CME Globex: IBV ,Financially Settled ,,$1 x Ibovespa Index , Outrights 5 index points = $5  Calendar Spreads 5 index points = $5 ,"5:00 p.m. Sao Paulo Time on the Wednesday closest to the 15th calendar day of the contract month. If it is a non-trading day at BM&F Bovespa, trading shall terminate on the next trading day. ",CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) ,USD-Denominated Ibovespa Index Futures,Equities,International Index
128,IN,NYMEX,Henry Hub Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/henry-hub-natural-gas-index-swap-futures-platts-gas-daily-platts-iferc_contract_specifications.html,CME Globex: INCME ClearPort: INClearing: IN ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Henry Hub Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas
129,J2,NYMEX,PJM JCPL Zone Peak Calendar-Month Day-Ahead LMP Futures,,80,0.05,https://www.cmegroup.com/trading/energy/electricity/pjm-jcpl-zone-peak-calendar-month-day-ahead-lmp-swap-futures.html,,,,,,,,,Energy,Electricity
130,J4,NYMEX,PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW Futures  ,PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW,80,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-western-hub-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: J4L ,Deliverable ,U.S. dollars and cents per MWh ,5 MW (80 MWh) ,0.05 x 5 MW x 16 peak hours x # peak days/month ,"On the second to last business day of the month prior to the contract month, each J4/J4L open position converts into a strip of PJM Western Hub Day-Ahead Peak Calendar-Day 5 MW Futures - PWP/WPL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
131,J7,CME,E-mini Japanese Yen Futures,e-mini Japanese Yen,6.25,1,http://www.cmegroup.com/trading/fx/g10/e-mini-japanese-yen_contract_specifications.html,CME Globex: J7CME ClearPort: J7Clearing: J7 ,Deliverable ,,"6,250,000 Japanese yen ",$.0000010 per Japanese yen increments ($6.25/contract). ,9:16 a.m. Central Time (CT) on the second day immediately preceding the third Wednesday of the contract month (usually Monday). ,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. ,E-mini Japanese Yen Futures,FX,Majors
132,JM,NYMEX,PJM Western Hub Real-Time Peak Calendar-Month 2.5 MW Futures,PJM Western Hub Real-Time Peak Calendar-Month,2.5,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-peak-calendar-month-lmp-swap-futures_contract_specifications.html,CME Globex: JMLCME ClearPort: JMClearing: JM ,Financially Settled ,The contract quantity is based on a flow of 2.5 Mega-watt Hours (MWHmegawatts) per hour for each peak hour of the contract month. The daily flow is 40 MWHMWh. One contract shall equal the daily flow multiplied by the number of peak days remaining in the contract month not including the current business day. ,2.5 MW per peak hour)multiplied by the number of peak hours in the month ,$0.05 per MWh ,CME Globex: ,CME Globex: ,,Energy,Electricity
133,JP,NYMEX,PJM Off-Peak Calendar-Month LMP Futures,PJM Off-Peak Electricity,2.5,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-off-peak-lmp-swap_contract_specifications.html,CME Globex: AJPCME ClearPort: JPClearing: JP ,Financially Settled ,The contract quantity is based on 2.5 Megawatts (MW) multiplied by total off-peak hours in the contract month. The contract quantity is expressed in Megawatt Hours (MWH). Each futures contract shall be valued as the contract quantity multiplied by the settlement price. ,2.5 megawatt hours (Mwh) times the number of off-peak hours in the contract month. ,$0.05 per MWh ,CME Globex: ,CME Globex: ,,Energy,Electricity
134,JR,CBT,Dow Jones Real Estate Futures,DJ Real Estate Index,100,0.1,http://www.cmegroup.com/trading/equity-index/us-index/dow-jones-rei_contract_specifications.html,CME Globex: RX ,Financially Settled ,,$100 x Dow Jones U.S. Real Estate Index ,Outright: 0.10 index points=$10.00 Calendar Spreads: 0.10 index points=$10.00 BTIC: 0.10 index points=$10.00 ,Trading can occur up to 9:30 a.m. ET on the 3rd Friday of the contract month ,CME Globex: Sunday - Friday 6:00 p.m. - 5:00 p.m. Eastern Time (ET) with  trading halt 4:15 p.m. - 4:30 p.m. ,,Equities,US Index
135,JS,NYMEX,Los Angeles Jet (OPIS) vs. NY Harbor ULSD Futures,L.A. Jet (OPIS) Swap,42000,0.0001,http://www.cmegroup.com/trading/energy/refined-products/los-angeles-jet-fuel-opis-spread-swap_contract_specifications.html,CME Globex: AJSCME ClearPort: JSClearing: JS ,Financially Settled ,U.S. dollars and cents per gallon ,"42,000 U.S. gallons ",$0.0001 per gallon ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,,Energy,Refined Products
136,JY,CME,Japanese Yen Futures,Japanese Yen,12.5,0.5,http://www.cmegroup.com/trading/fx/g10/japanese-yen_contract_specifications.html,CME Globex: 6J ,Deliverable ,,"12,500,000 Japanese yen ",Outrights: .0000005 USD per JPY increments (6.25 USD). ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,FX,Majors
137,K2,NYMEX,MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Off-Peak Calendar-Month 5 MW Futures,,5,0.05,http://www.cmegroup.com/trading/energy/electricity/miso-cinergy-hub-5-mw-off-peak-day-ahead-swap-futures_contract_specifications.html,CME Globex: K2LCME ClearPort: K2 ,Deliverable ,U.S. dollars and cents per MWh ,5 MWh ,0.05 x 5 MW x # off-peak hours/month ,"On the last business day of the month prior to the contract month, each K2/K2L open position converts into a strip of MISO Indiana Hub Day-Ahead Off-Peak Calendar-Day 5 MW Futures - FAD/FAL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
138,K3,NYMEX,NYISO Zone A Day-Ahead Peak Calendar-Month 5 MW Futures,,80,0.05,http://www.cmegroup.com/trading/energy/electricity/nyiso-zone-a-5-mw-peak-calendar-month-day-ahead-lbmp-swap-futures_contract_specifications.html,CME Globex: K3L ,Deliverable ,U.S. dollars and cents per MWh ,5 MW (80 MWh) ,0.05 x 5 MW x 16 Peak Hours x # Peak Days/Month ,"On the last business day of the month prior to the contract month, each K3/K3L open position converts into a strip of NYISO Zone A Day-Ahead Peak Calendar-Day 5 MW Futures - AN/ANL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
139,K4,NYMEX,NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures,,5,0.05,http://www.cmegroup.com/trading/energy/electricity/nyiso-zone-a-5-mw-off-peak-calendar-month-day-ahead-lbmp-swap-futures_contract_specifications.html,CME Globex: K4LCME ClearPort: K4 ,Deliverable ,U.S. dollars and cents per MWh ,5 MWh ,0.05 x 5 MW x # Off-Peak Hours/Month ,"On the last business day of the month prior to the contract month, each K4/K4l open position converts into a strip of NYISO Zone A Day-Ahead Off-Peak Calendar-Day 5 MW Futures - ZAO/ZAL in the originally specified contract month.. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
140,KA,NYMEX,NYISO Zone A Peak LBMP Futures,NYISO A Electricity,80,0.05,,,,,,,,,,Energy,Electricity
141,KB,NYMEX,NYISO Zone A Off-Peak LBMP Futures,,5,0.05,,,,,,,,,,Energy,Electricity
142,KG,NYMEX,NYISO Zone G Peak LBMP Futures,NYISO G Electricity,80,0.05,,,,,,,,,,Energy,Electricity
143,KH,NYMEX,NYISO Zone G Off-Peak LBMP Futures,,5,0.05,,,,,,,,,,Energy,Electricity
144,KI,NYMEX,ISO New England Monthly Off Peak LMP Swap Future,ISO New England Off-Peak Electricity,5,0.05,,,,,,,,,,Energy,Electricity
145,KJ,NYMEX,NYISO Zone J Peak LBMP Futures,NYISO J Electricity,80,0.05,,,,,,,,,,Energy,Electricity
146,KK,NYMEX,NYISO Zone J Off-Peak LBMP Futures,,5,0.05,,,,,,,,,,Energy,Electricity
147,KS,NYMEX,Singapore Jet Kerosene (Platts) Futures,Singapore Jet Fuel Swap,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/singapore-jet-kerosene-swap-futures_contract_specifications.html,CME Globex: AKSCME ClearPort: KSClearing: KS ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 barrels ",$0.001 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,,Energy,Refined Products
148,KW,CBT,KC HRW Wheat Futures,Kansas City HRW Wheat,50,0.25,http://www.cmegroup.com/trading/agricultural/grain-and-oilseed/kc-wheat_contract_specifications.html,CME Globex: KECME ClearPort: KW ,Deliverable ,Cents and quarter cents per bushel ,"One contract (5,000 bushels) of deliverable ",1/4 cent per bushel ($12.50 per contract) ,The business day preceding the 15th calendar day of the month. 12:00 p.m. CT ,"Sunday - Friday, 7:00 p.m. - 7:45 a.m. CT and ",,Agriculture,Grain And Oilseed
149,L1,NYMEX,PJM Western Hub Peak Calendar-Month Real-Time LMP Futures,PJM Western Hub Peak Calendar-Month Real-Time LMP,80,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-western-hub-peak-calendar-month-real-time-lmp_contract_specifications.html,CME Globex: AL1 ,Deliverable ,U.S. dollars and cents per MWh. ,5 MW (80 MWh) ,0.05 x 5 MW x 16 peak hours x # peak days/month ,"On the last business day of the month prior to the contract month, each L1/AL1 open position converts into a strip of PJM Western Hub Real-Time Peak Calendar-Day 5 MW Futures - JD/JDL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
150,L3,NYMEX,PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures,PJM Northern Illinois Hub Off-Peak Calendar-Month Day-Ahead LMP Swap,5,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-northern-illinois-off-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: L3LCME ClearPort: L3 ,Deliverable ,U.S. dollars and cents per MWh ,5 MWh ,0.05 x 5 MW x # off-peak hours/month ,"On the second to last business day of the month prior to the contract month, each L3/L3L open position converts into a strip of PJM Northern Illinois Hub Day Ahead Off-Peak Calendar-Day 5 MW Futures - PNO/POL in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
151,L4,NYMEX,Tennessee 800 Leg Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,,2500,0.0001,https://www.cmegroup.com/trading/energy/natural-gas/henry-hub-natural-gas-index-swap-futures-platts-gas-daily-platts-iferc_contract_specifications.html,,,,,,,,,Energy,Natural Gas
152,L5,NYMEX,PJM PPL Zone Peak Calendar-Month Day-Ahead LMP Futures,,80,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-ppl-zone-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: AL5 ,Financially Settled ,U.S. dollars and cents per MWh ,5 MW (80 MWh) ,0.05 x 5 MW x 16 peak hours x # peak days/month ,CME Globex: ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,,Energy,Electricity
153,L6,NYMEX,PJM PSEG Zone Peak Calendar-Month Day-Ahead LMP 5 MW Futures,,80,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-pseg-zone-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: AL6CME ClearPort: L6Clearing: L6 ,Financially Settled ,The contract quantity shall be 80 Megawatt Hours (MWH) and is based on 5 megawatts for peak daily hours. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of peak days in the contract month. ,80 Megawatt hours (MWh) (5 MW per peak hour). ,$0.05 per MWh ,CME Globex: ,CME Globex: ,,Energy,Electricity
154,L9,NYMEX,ISO New England West Central Massachusetts Zone 5 MW Off-Peak Calendar-Month Day Ahead LMP Futures,ISO New England West Central Massachusetts Zone Off-Peak Day Ahead LMP,5,0.05,http://www.cmegroup.com/trading/energy/electricity/nepool-w-central-mass-zone-5-off-peak-mw-day-ahead-swap-futures_contract_specifications.html,CME Globex: AL9 ,Financially Settled ,The contract quantity shall be 5 Megawatts Hours (MWh). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month. ,5 Megawatts hours (MWh) ,$0.05 per MWh ,CME Globex: ,CME Globex: ,,Energy,Electricity
155,LB,CME,Random Length Lumber Futures,Lumber,110,0.1,http://www.cmegroup.com/trading/agricultural/lumber-and-pulp/random-length-lumber_contract_specifications.html,CME Globex: LBSCME ClearPort: LB ,Deliverable ,"Dollars per 1,000 board feet (mbf) ","110,000 nominal board feet (˜260 cubic meters) ",$.10 per mbf ($11 per contract) ,"Business day immediately preceding the 16th calendar day of the contract month, 12:05 p.m. ",Monday - Thursday: 9:00 a.m. - 4:00 p.m. ,,Agriculture,Lumber and Pulp
156,LC,CME,Live Cattle Futures,Live Cattle,400,0.025,http://www.cmegroup.com/trading/agricultural/livestock/live-cattle_contract_specifications.html,CME Globex: LECME ClearPort: 48Clearing: 48 ,Deliverable ,Cents per pound ,"40,000 pounds (~18 metric tons) ",$.00025 per pound (=$10 per contract) ,"Last business day of the contract month, 12:00 p.m. ",CME ClearPort: ,,Agriculture,Livestock
157,LN,CME,Lean Hog Futures,,400,0.025,http://www.cmegroup.com/trading/agricultural/livestock/lean-hogs_contract_specifications.html,CME Globex: HECME ClearPort: LNClearing: LN ,Financially Settled ,Cents per pound ,"40,000 pounds (˜18 metric tons) ",$.00025 per pound ($10 per contract) ,"10th business day of the contract month, 12:00 p.m. ",Monday - Friday: 8:30 a.m. - 1:05 p.m. CT ,,Agriculture,Livestock
